visit_date,sex,age,client_type,service_received,timeliness,client_handling,quality_of_service,overall_satisfaction,comment,label
2026-08-02,Male,42,City Government Employee,Dental consultation,2,4,3,3,"Mabilis yung pila sa umpisa pero nagkaroon ng delay sa next step, so average lang para sa akin.",neutral
2026-08-02,Female,44,Non-Pasigueño,Health card/clearance,2,2,3,2,Maayos sana yung pila pero hindi helpful yung staff nung nagtanong ako tungkol sa kulang na requirement.,negative
2026-08-03,Male,20,Pasigueño,Nutrition counseling,4,3,4,4,Akala ko malilito ako sa process pero maayos naman akong ginabayan kaya naging madali yung transaction.,positive
2026-08-03,Male,25,Non-Pasigueño,Animal bite treatment,4,3,2,3,Maayos yung instructions pero medyo mahaba yung waiting time bago ako natawag.,neutral
2026-08-03,Female,35,Non-Pasigueño,Medical consultation,2,3,2,2,May staff na polite pero mali-mali yung directions kaya tatlong counter pa yung napuntahan ko bago naayos.,negative
2026-08-04,Male,28,Non-Pasigueño,Wound care/dressing,4,3,3,4,"Hindi agad ako natawag, pero nung turn ko na kumpleto yung explanation at hindi na ako pinabalik sa ibang counter.",positive
2026-08-04,Female,35,Non-Pasigueño,Medical certificate,3,2,3,3,"Okay naman yung service, may part na mabilis at may part din na medyo mabagal.",neutral
2026-08-04,Male,65,Non-Pasigueño,Immunization/Vaccination,2,1,2,2,"Hindi naman mahaba yung pila, pero kulang yung information kaya kailangan ko pang bumalik sa ibang araw.",negative
2026-08-05,Female,57,City Government Employee,Medical certificate,4,3,4,4,May konting delay sa verification pero nag-update naman yung staff at maayos nilang na-resolve yung concern ko.,positive
2026-08-05,Female,66,City Government Employee,TB/DOTS consultation,4,3,2,3,Helpful naman yung staff pero sana mas malinaw kung saan pipila pagkatapos ng first counter.,neutral
2026-08-05,Male,64,Non-Pasigueño,Medical consultation,2,2,2,2,Mabilis akong natawag pero hindi naipaliwanag nang maayos yung process kaya nagkamali ako sa form.,negative
2026-08-06,Male,57,Non-Pasigueño,Medical certificate,4,3,3,4,Matao nung pumunta ako pero maayos pa rin yung flow at respectful yung staff kahit busy sila.,positive
2026-08-06,Female,49,Pasigueño,Animal bite treatment,3,3,3,3,"Hindi naman ako nahirapan nang sobra, pero kailangan ko pa ring magtanong para malaman yung next step.",neutral
2026-08-06,Female,26,City Government Employee,Family planning consultation,2,1,2,2,"Okay sana yung waiting time, kaso hindi respectful yung tono nung staff nung humingi ako ng clarification.",negative
2026-08-07,Female,23,Pasigueño,Referral assistance,4,3,4,4,Hindi perfect yung waiting time pero very helpful yung assistance at malinaw yung next steps.,positive
2026-08-07,Female,22,City Government Employee,Pharmacy/medicine assistance,2,4,3,3,"Maayos naman yung actual assistance, although medyo matagal yung release.",neutral
2026-08-07,Female,18,Non-Pasigueño,Dental consultation,1,1,2,1,May mabilis na part pero overall hassle dahil paiba-iba yung sinasabi tungkol sa requirements.,negative
2026-08-08,Female,44,Pasigueño,TB/DOTS consultation,3,3,4,4,May isang requirement akong hindi sure pero mahinahon nila akong tinulungan at natapos ko rin agad yung process.,positive
2026-08-08,Male,39,Pasigueño,Immunization/Vaccination,4,2,3,3,Mabilis akong na-check pero may konting paghihintay bago na-process yung final step.,neutral
2026-08-08,Female,68,City Government Employee,Laboratory request,2,3,2,2,Hindi ako gaanong naghintay pero hindi rin na-resolve yung concern ko at pinasa lang ako sa ibang counter.,negative
2026-08-09,Male,29,Non-Pasigueño,Immunization/Vaccination,3,4,4,4,Medyo matagal yung unang pila pero after that mabilis na at maayos yung pakikitungo sa akin.,positive
2026-08-09,Male,58,Non-Pasigueño,Immunization/Vaccination,4,3,2,3,Polite naman yung staff pero hindi ganoon ka-clear yung signage para sa mga first-time na pupunta.,neutral
2026-08-09,Male,33,Pasigueño,Family planning consultation,1,1,2,1,"Mabilis yung checking pero saka lang sinabi na may kulang pala, kahit na-check na raw yung requirements ko kanina.",negative
2026-08-10,Female,64,Pasigueño,Wound care/dressing,3,3,4,4,May konting confusion sa simula pero agad naman akong tinulungan kaya naging smooth yung rest ng transaction.,positive
2026-08-10,Female,31,Pasigueño,Family planning consultation,3,3,3,3,Okay lang yung transaction ko; may konting delay pero hindi naman umabot sa point na sobrang hassle.,neutral
2026-08-10,Male,34,Non-Pasigueño,Health card/clearance,3,2,2,2,May ilang staff na maayos kausap pero hindi organized yung process kaya paulit-ulit akong pumila.,negative
2026-08-11,Female,65,Pasigueño,Health card/clearance,4,3,4,4,"Hindi mabilis lahat ng step, pero overall okay na okay dahil hindi ako pinabayaan at clear yung instructions.",positive
2026-08-11,Male,65,Non-Pasigueño,Animal bite treatment,2,3,3,3,May isang instruction na medyo confusing pero na-clarify naman nung nagtanong ako.,neutral
2026-08-11,Female,44,Pasigueño,Maternal health consultation,1,2,2,2,Hindi sobrang haba ng queue pero confusing yung directions at walang malinaw na taong matanungan.,negative
2026-08-12,Male,57,City Government Employee,Medical consultation,3,3,4,4,Nagkaroon ng slight delay sa release pero sinabi naman agad yung reason at naibigay din within a reasonable time.,positive
2026-08-12,Male,62,Pasigueño,Immunization/Vaccination,3,2,3,3,"Naging mabilis yung ibang part pero medyo mabagal yung verification, kaya neutral lang yung rating ko.",neutral
2026-08-12,Male,67,Non-Pasigueño,Maternal health consultation,2,1,2,2,"Mabilis sana matapos kung pare-pareho yung instructions, pero iba yung sinabi ng bawat counter.",negative
2026-08-13,Female,63,Non-Pasigueño,Pharmacy/medicine assistance,3,4,3,4,Maraming tao pero efficient yung staff kaya tuloy-tuloy naman yung queue at hindi ako sobrang natagalan.,positive
2026-08-13,Male,38,Pasigueño,Laboratory request,3,4,2,3,"Maayos naman yung flow kapag nasa counter ka na, pero matagal lang bago makarating yung turn mo.",neutral
2026-08-13,Male,64,Non-Pasigueño,Nutrition counseling,3,2,2,2,Friendly yung unang staff pero yung sumunod hindi maayos kausap at hindi malinaw mag-explain.,negative
2026-08-14,Male,21,Non-Pasigueño,Animal bite treatment,4,4,4,4,May hintay nang kaunti pero worth it naman dahil maayos yung service at kumpleto yung paliwanag.,positive
2026-08-14,Female,61,City Government Employee,Pharmacy/medicine assistance,3,2,3,3,Friendly yung nag-assist pero sana mas consistent yung information na binibigay sa bawat counter.,neutral
2026-08-14,Female,32,Pasigueño,TB/DOTS consultation,2,1,2,2,"May update naman tungkol sa delay, pero sobrang tagal pa rin at hindi reasonable para sa simpleng transaction.",negative
2026-08-15,Female,24,City Government Employee,Maternal health consultation,3,3,4,4,Hindi ko agad nakita yung tamang counter pero may staff na kusa akong ginabayan kaya mabilis din akong naka-adjust.,positive
2026-08-15,Male,63,Non-Pasigueño,Vital signs screening,3,2,3,3,"Hindi naman negative yung experience, pero may ilang bagay pang puwedeng gawing mas efficient.",neutral
2026-08-15,Male,20,Non-Pasigueño,Health card/clearance,2,3,2,2,Hindi ako pinaghintay nang matagal sa una pero napabalik ako dahil may requirement na hindi sinabi beforehand.,negative
2026-08-01,Male,44,Non-Pasigueño,Vital signs screening,4,3,4,4,May minor inconvenience sa pila pero professional at accommodating yung staff kaya satisfied pa rin ako.,positive
2026-08-01,Male,52,Non-Pasigueño,Immunization/Vaccination,4,2,3,3,Okay naman sila kausap pero medyo kulang yung explanation sa umpisa.,neutral
2026-08-01,Male,53,City Government Employee,Health card/clearance,2,3,2,2,Mabilis yung tawag ng number pero hindi organized yung actual processing kaya natambakan din sa loob.,negative
2026-08-02,Male,59,City Government Employee,Medical consultation,4,3,4,4,"Medyo nagtagal yung checking pero sigurado naman silang tama lahat bago ako pinatuloy, which I appreciated.",positive
2026-08-02,Female,49,Non-Pasigueño,Animal bite treatment,3,3,3,3,Mabilis yung release pero yung initial waiting time medyo mahaba.,neutral
2026-08-02,Male,34,Non-Pasigueño,Health card/clearance,2,2,1,2,Okay sana yung service kung hindi ako ilang beses pinapunta sa maling counter.,negative
2026-08-03,Female,66,Non-Pasigueño,Medical consultation,3,4,4,4,Hindi agad naging clear sa akin yung form pero patient yung staff at tinulungan nila akong punan nang tama.,positive
2026-08-03,Female,63,City Government Employee,Animal bite treatment,3,3,2,3,May malinaw na process naman pero kulang lang ng visible signs para alam agad kung saan pupunta.,neutral
2026-08-03,Female,37,Pasigueño,Family planning consultation,3,2,2,2,May signage naman pero hindi tugma sa actual na proseso kaya lalo lang akong nalito.,negative
2026-08-04,Female,37,Pasigueño,Health card/clearance,4,3,4,4,May waiting time pero comfortable naman yung process dahil maayos yung coordination ng mga counter.,positive
2026-08-04,Male,69,Non-Pasigueño,Animal bite treatment,2,4,3,3,Average lang yung naging visit ko; natapos naman lahat pero may kaunting inconvenience sa pila.,neutral
2026-08-04,Female,45,City Government Employee,Animal bite treatment,1,2,2,2,Hindi gaanong mahaba yung pila pero hindi professional yung pakikitungo nung nagtanong ako.,negative
2026-08-05,Male,44,City Government Employee,Dental consultation,4,3,4,4,Slightly delayed yung start pero mabilis nilang binawi at maayos yung naging service hanggang matapos.,positive
2026-08-05,Male,68,City Government Employee,Maternal health consultation,2,3,3,3,Maayos yung handling pero medyo matagal yung transition mula sa isang step papunta sa susunod.,neutral
2026-08-05,Female,52,Pasigueño,Vital signs screening,2,2,2,2,Mabilis silang sumagot pero hindi naman nasagot nang maayos yung concern ko kaya wala ring na-resolve.,negative
2026-08-06,Male,48,Pasigueño,Dental consultation,4,3,4,4,Hindi sobrang bilis pero consistent at maayos yung assistance kaya wala naman akong naging problema.,positive
2026-08-06,Female,22,Pasigueño,Family planning consultation,2,3,3,3,"May konting delay at may konting confusion, pero naayos naman bago matapos yung transaction.",neutral
2026-08-06,Female,59,Pasigueño,Animal bite treatment,2,2,1,2,"May staff na tumulong naman, pero sobrang gulo ng sequence at kailangan ko pang ulitin yung information ko.",negative
2026-08-07,Female,52,Pasigueño,TB/DOTS consultation,4,4,3,4,May konting pila sa labas pero pagpasok ko mabilis na yung process at friendly yung nakausap ko.,positive
2026-08-07,Female,36,Non-Pasigueño,Wound care/dressing,3,2,3,3,Hindi sobrang bilis at hindi rin sobrang bagal; reasonable lang yung naging waiting time ko.,neutral
2026-08-07,Female,31,City Government Employee,Family planning consultation,1,1,2,1,Mabilis yung isang transaction pero pinabalik pa rin ako dahil mali yung unang advice na ibinigay.,negative
2026-08-08,Male,57,Non-Pasigueño,Vital signs screening,4,3,3,4,"Although may ilang clients na nauna, organized pa rin at nasunod naman yung tamang sequence.",positive
2026-08-08,Female,27,Non-Pasigueño,Wound care/dressing,3,3,2,3,"Magalang naman yung staff, pero sana mas mabilis yung pag-verify ng requirements.",neutral
2026-08-08,Female,35,City Government Employee,TB/DOTS consultation,2,2,3,2,Hindi ako natagalan sa queue pero kulang yung explanation at muntik nang mali yung ma-process kong request.,negative
2026-08-09,Female,69,Pasigueño,Medical certificate,3,4,3,4,Nagkamali ako sa isang form pero hindi ako pinagalitan; maayos nila akong tinuruan kung paano itama.,positive
2026-08-09,Female,58,Non-Pasigueño,Laboratory request,3,2,3,3,Nakuha ko naman yung kailangan ko pero may ilang sandali na hindi ko alam kung ano yung next step.,neutral
2026-08-09,Male,56,Pasigueño,Animal bite treatment,2,1,2,2,May konting magandang part sa service pero hindi nito nabawi yung maling instructions at paulit-ulit na pagbalik.,negative
2026-08-10,Male,34,Non-Pasigueño,Wound care/dressing,4,3,4,4,Medyo matagal yung paghihintay pero malinaw naman ang updates kaya hindi ako nag-aalala kung ano na yung status.,positive
2026-08-10,Male,42,Pasigueño,Medical consultation,3,3,2,3,Mabilis yung consultation pero medyo matagal yung registration bago ako nakapasok.,neutral
2026-08-10,Male,52,City Government Employee,Maternal health consultation,2,2,3,2,Maayos yung waiting area pero sobrang bagal ng actual processing at walang malinaw na dahilan.,negative
2026-08-11,Male,57,Non-Pasigueño,TB/DOTS consultation,4,3,3,4,May maliit na delay sa isang counter pero mabilis naman yung follow-up at magalang yung staff.,positive
2026-08-11,Female,24,City Government Employee,Vital signs screening,2,4,3,3,"Okay naman yung assistance, although kailangan ko pang mag-follow up para malaman kung ready na.",neutral
2026-08-11,Male,30,Pasigueño,Nutrition counseling,2,3,2,2,"Mabilis sana yung service, kaso hindi maayos yung client handling at parang ayaw sumagot sa follow-up.",negative
2026-08-12,Male,52,City Government Employee,Medical consultation,4,4,4,4,Hindi instant yung service pero straightforward yung process at walang unnecessary na balik-balik.,positive
2026-08-12,Female,27,Pasigueño,Family planning consultation,3,4,2,3,Maayos naman overall pero may konting inconsistency sa instructions na natanggap ko.,neutral
2026-08-12,Male,23,Pasigueño,Laboratory request,3,2,2,2,"Hindi naman lahat ng staff masungit, pero yung naka-handle ng concern ko hindi talaga naging helpful.",negative
2026-08-13,Female,26,Non-Pasigueño,Referral assistance,4,4,3,4,May konting confusion sa queue number pero inayos agad ng staff at naging okay na yung rest ng visit ko.,positive
2026-08-13,Male,41,City Government Employee,Medical certificate,4,3,2,3,"Hindi ako pinabalik-balik, pero medyo matagal bago natapos yung final checking.",neutral
2026-08-13,Female,19,City Government Employee,Referral assistance,2,2,2,2,May update tungkol sa status pero mali naman yung information kaya naghihintay ako sa wala.,negative
2026-08-14,Female,48,Non-Pasigueño,Medical consultation,4,3,4,4,Busy yung office nung time na pumunta ako pero maayos pa rin yung treatment at mabilis sumagot sa questions.,positive
2026-08-14,Female,63,Non-Pasigueño,Laboratory request,3,2,3,3,Decent naman yung experience; may helpful staff pero may parts din na puwede pang mas organized.,neutral
2026-08-14,Male,35,Non-Pasigueño,Nutrition counseling,1,1,2,1,Mabilis yung registration pero sobrang tagal bago naasikaso yung actual concern ko at walang proper guidance.,negative
